4,1,-50,50,-1,-90,0,0
4,1,-45,50,-1,-90,0,0
4,1,-40,50,-1,-90,0,0
4,1,-35,50,-1,-90,0,0
4,1,-30,50,-1,-90,0,0
4,1,-25,50,-1,-90,0,0
4,1,-20,50,-1,-90,0,0
4,1,-15,50,-1,-90,0,0
4,1,-10,50,-1,-90,0,0
4,1,-5,50,-1,-90,0,0
4,1,0,50,-1,-90,0,0
4,1,5,50,-1,-90,0,0
4,1,10,50,-1,-90,0,0
4,1,15,50,-1,-90,0,0
4,1,20,50,-1,-90,0,0
4,1,25,50,-1,-90,0,0
4,1,30,50,-1,-90,0,0
4,1,35,50,-1,-90,0,0
4,1,40,50,-1,-90,0,0
4,1,45,50,-1,-90,0,0
4,1,50,50,-1,-90,0,0
5,1,-49,-50,50,0,0,90
5,1,-49,-45,50,0,0,90
5,1,-49,-40,50,0,0,90
5,1,-49,-35,50,0,0,90
5,1,-49,-30,50,0,0,90
5,1,-49,-25,50,0,0,90
5,1,-49,-20,50,0,0,90
5,1,-49,-15,50,0,0,90
5,1,-49,-10,50,0,0,90
5,1,-49,-5,50,0,0,90
5,1,-49,0,50,0,0,90
5,2,1,-50,50,0,0,90
5,2,1,-45,50,0,0,90
5,2,1,-40,50,0,0,90
5,2,1,-35,50,0,0,90
5,2,1,-30,50,0,0,90
5,2,1,-25,50,0,0,90
5,2,1,-20,50,0,0,90
5,2,1,-15,50,0,0,90
5,2,1,-10,50,0,0,90
5,2,1,-5,50,0,0,90
5,2,1,0,50,0,0,90
6,1,-49,-50,-50,180,0,90
6,1,-49,-45,-50,180,0,90
6,1,-49,-40,-50,180,0,90
6,1,-49,-35,-50,180,0,90
6,1,-49,-30,-50,180,0,90
6,1,-49,-25,-50,180,0,90
6,1,-49,-20,-50,180,0,90
6,1,-49,-15,-50,180,0,90
6,1,-49,-10,-50,180,0,90
6,1,-49,-5,-50,180,0,90
6,1,-49,0,-50,180,0,90
6,1,-49,5,-50,180,0,90
6,1,-49,10,-50,180,0,90
6,1,-49,15,-50,180,0,90
6,1,-49,20,-50,180,0,90
6,1,-49,25,-50,180,0,90
6,1,-49,30,-50,180,0,90
6,1,-49,35,-50,180,0,90
6,1,-49,40,-50,180,0,90
6,1,-49,45,-50,180,0,90
6,1,-49,50,-50,180,0,90
6,2,1,-50,-50,180,0,90
6,2,1,-45,-50,180,0,90
6,2,1,-40,-50,180,0,90
6,2,1,-35,-50,180,0,90
6,2,1,-30,-50,180,0,90
6,2,1,-25,-50,180,0,90
6,2,1,-20,-50,180,0,90
6,2,1,-15,-50,180,0,90
6,2,1,-10,-50,180,0,90
6,2,1,-5,-50,180,0,90
6,2,1,0,-50,180,0,90
6,2,1,5,-50,180,0,90
6,2,1,10,-50,180,0,90
6,2,1,15,-50,180,0,90
6,2,1,20,-50,180,0,90
6,2,1,25,-50,180,0,90
6,2,1,30,-50,180,0,90
6,2,1,35,-50,180,0,90
6,2,1,40,-50,180,0,90
6,2,1,45,-50,180,0,90
6,2,1,50,-50,180,0,90
6,3,49,-50,-50,180,0,90
6,3,49,-45,-50,180,0,90
6,3,49,-40,-50,180,0,90
6,3,49,-35,-50,180,0,90
6,3,49,-30,-50,180,0,90
6,3,49,-25,-50,180,0,90
6,3,49,-20,-50,180,0,90
6,3,49,-15,-50,180,0,90
6,3,49,-10,-50,180,0,90
6,3,49,-5,-50,180,0,90
6,3,49,0,-50,180,0,90
6,3,49,5,-50,180,0,90
6,3,49,10,-50,180,0,90
6,3,49,15,-50,180,0,90
6,3,49,20,-50,180,0,90
6,3,49,25,-50,180,0,90
6,3,49,30,-50,180,0,90
6,3,49,35,-50,180,0,90
6,3,49,40,-50,180,0,90
6,3,49,45,-50,180,0,90
6,3,49,50,-50,180,0,90
7,1,-49.2,50,0,0,-87.13,-90
7,1,-49.2,49.75,4.99,0,-87.13,-90
7,1,-49.2,49,9.93,0,-81.37,-90
7,1,-49.2,47.77,14.78,0,-75.77,-90
7,1,-49.2,46.05,19.47,0,-69.86,-90
7,1,-49.2,43.88,23.97,0,-64.26,-90
7,1,-49.2,41.27,28.23,0,-58.51,-90
7,1,-49.2,38.24,32.21,0,-52.72,-90
7,1,-49.2,34.84,35.87,0,-47.11,-90
7,1,-49.2,31.08,39.17,0,-41.27,-90
7,1,-49.2,27.02,42.07,0,-35.54,-90
7,1,-49.2,22.68,44.56,0,-29.84,-90
7,1,-49.2,18.12,46.6,0,-24.1,-90
7,1,-49.2,13.37,48.18,0,-18.4,-90
7,1,-49.2,8.5,49.27,0,-12.62,-90
7,1,-49.2,3.54,49.87,0,-6.9,-90
7,1,-49.2,0,50,0,-2.1,-90
7,2,0.8,50,0,0,-87.13,-90
7,2,0.8,49.75,4.99,0,-87.13,-90
7,2,0.8,49,9.93,0,-81.37,-90
7,2,0.8,47.77,14.78,0,-75.77,-90
7,2,0.8,46.05,19.47,0,-69.86,-90
7,2,0.8,43.88,23.97,0,-64.26,-90
7,2,0.8,41.27,28.23,0,-58.51,-90
7,2,0.8,38.24,32.21,0,-52.72,-90
7,2,0.8,34.84,35.87,0,-47.11,-90
7,2,0.8,31.08,39.17,0,-41.27,-90
7,2,0.8,27.02,42.07,0,-35.54,-90
7,2,0.8,22.68,44.56,0,-29.84,-90
7,2,0.8,18.12,46.6,0,-24.1,-90
7,2,0.8,13.37,48.18,0,-18.4,-90
7,2,0.8,8.5,49.27,0,-12.62,-90
7,2,0.8,3.54,49.87,0,-6.9,-90
7,2,0.8,0,50,0,-2.1,-90
7,3,49.2,50,0,0,-87.13,-90
7,3,49.2,49.75,4.99,0,-87.13,-90
7,3,49.2,49,9.93,0,-81.37,-90
7,3,49.2,47.77,14.78,0,-75.77,-90
7,3,49.2,46.05,19.47,0,-69.86,-90
7,3,49.2,43.88,23.97,0,-64.26,-90
7,3,49.2,41.27,28.23,0,-58.51,-90
7,3,49.2,38.24,32.21,0,-52.72,-90
7,3,49.2,34.84,35.87,0,-47.11,-90
7,3,49.2,31.08,39.17,0,-41.27,-90
7,3,49.2,27.02,42.07,0,-35.54,-90
7,3,49.2,22.68,44.56,0,-29.84,-90
7,3,49.2,18.12,46.6,0,-24.1,-90
7,3,49.2,13.37,48.18,0,-18.4,-90
7,3,49.2,8.5,49.27,0,-12.62,-90
7,3,49.2,3.54,49.87,0,-6.9,-90
7,3,49.2,0,50,0,-2.1,-90
